mcc_code,cat_id,dist,count,clients
5814.0,616.0,782,1,1
5983.0,437.0,782,2,1
7512.0,1113.0,783,1,1
7296.0,526.0,786,3,2
5944.0,1171.0,789,1,1
5122.0,253.0,792,1,1
8734.0,535.0,792,1,1
5094.0,740.0,793,1,1
5511.0,1392.0,798,3,1
7932.0,474.0,803,1,1
5300.0,414.0,804,1,1
5655.0,1799.0,804,1,1
5718.0,418.0,812,2,2
7631.0,510.0,814,1,1
-1.0,435.0,815,2,2
5712.0,1108.0,815,1,1
5046.0,385.0,815,2,2
8241.0,1771.0,820,1,1
5085.0,775.0,824,1,1
5111.0,1201.0,826,1,1
5977.0,1101.0,828,1,1
5451.0,994.0,833,1,1
-1.0,813.0,837,1,1
5719.0,1192.0,838,1,1
7996.0,1460.0,838,1,1
4511.0,550.0,840,1,1
8249.0,526.0,840,1,1
8042.0,765.0,846,3,1
5122.0,1246.0,847,1,1
3034.0,503.0,848,1,1
7829.0,13.0,854,1,1
7998.0,391.0,856,1,1
5641.0,1460.0,856,1,1
5231.0,312.0,856,1,1
7210.0,12.0,857,1,1
5072.0,58.0,857,1,1
7996.0,1180.0,863,1,1
5172.0,893.0,868,1,1
7216.0,1116.0,868,1,1
5983.0,1434.0,871,1,1
5813.0,1183.0,872,1,1
7622.0,65.0,872,1,1
6513.0,1423.0,873,1,1
4816.0,1165.0,876,1,1
7379.0,1.0,879,1,1
5921.0,945.0,895,1,1
8661.0,794.0,898,1,1
5462.0,894.0,898,1,1
3618.0,418.0,900,1,1
7216.0,312.0,900,1,1
8043.0,184.0,903,1,1
5960.0,414.0,903,1,1
6211.0,473.0,908,3,1
5722.0,1219.0,912,1,1
2842.0,503.0,912,1,1
8351.0,482.0,915,1,1
5261.0,184.0,917,1,1
5541.0,603.0,918,1,1
7011.0,1448.0,922,1,1
6513.0,1641.0,927,1,1
5963.0,40.0,927,1,1
5681.0,1124.0,928,1,1
5814.0,1749.0,928,1,1
5691.0,1772.0,930,7,2
3011.0,253.0,931,1,1
5948.0,376.0,934,1,1
7216.0,1423.0,941,1,1
5251.0,376.0,943,1,1
7534.0,1771.0,945,1,1
5691.0,527.0,946,1,1
7338.0,1799.0,946,1,1
9399.0,134.0,949,1,1
5816.0,232.0,969,1,1
7631.0,592.0,972,4,1
7276.0,893.0,973,1,1
5571.0,473.0,975,1,1
3011.0,152.0,978,1,1
5046.0,253.0,980,1,1
5817.0,885.0,989,2,2
7996.0,1171.0,989,1,1
3692.0,770.0,991,1,1
8931.0,550.0,993,1,1
5921.0,1429.0,993,1,1
7221.0,1126.0,994,3,3
5251.0,320.0,994,1,1
3009.0,474.0,995,1,1
5074.0,1423.0,996,1,1
5331.0,1185.0,1007,1,1
7519.0,1126.0,1010,2,1
5946.0,153.0,1011,1,1
5074.0,994.0,1015,1,1
5932.0,583.0,1017,1,1
8249.0,316.0,1018,2,2
7512.0,184.0,1020,26,1
8249.0,531.0,1020,1,1
1731.0,12.0,1020,1,1
5816.0,908.0,1021,1,1
5300.0,765.0,1023,1,1
7372.0,1179.0,1024,1,1
5977.0,295.0,1034,1,1
5681.0,551.0,1034,1,1
7512.0,1641.0,1037,1,1
8011.0,1454.0,1041,1,1
5111.0,1376.0,1046,1,1
5300.0,1126.0,1049,1,1
8062.0,1357.0,1052,2,2
5571.0,211.0,1053,1,1
5200.0,1351.0,1059,1,1
7538.0,1361.0,1059,1,1
3604.0,314.0,1061,2,1
8699.0,579.0,1063,1,1
5977.0,1772.0,1065,3,1
5970.0,552.0,1070,1,1
5699.0,1351.0,1072,1,1
5200.0,1247.0,1074,1,1
5733.0,1361.0,1077,1,1
5735.0,1322.0,1084,1,1
6010.0,19.0,1086,5,1
7542.0,1455.0,1089,1,1
4814.0,1106.0,1091,1,1
5814.0,1499.0,1094,3,2
4900.0,620.0,1095,1,1
5533.0,1192.0,1096,1,1
5962.0,931.0,1100,2,1
7538.0,1634.0,1106,1,1
5532.0,466.0,1109,2,2
5541.0,1741.0,1109,1,1
5137.0,775.0,1112,1,1
5995.0,486.0,1112,1,1
5641.0,550.0,1113,1,1
5965.0,526.0,1117,1,1
7230.0,510.0,1119,1,1
5714.0,480.0,1120,2,2
7251.0,315.0,1121,3,1
6011.0,218.0,1124,1,1
5816.0,1460.0,1126,1,1
5812.0,1247.0,1130,1,1
5735.0,482.0,1131,3,1
4816.0,84.0,1132,1,1
5521.0,482.0,1132,1,1
5691.0,1113.0,1132,3,1
6051.0,1634.0,1134,1,1
8999.0,741.0,1137,1,1
5812.0,1211.0,1140,2,1
7699.0,1180.0,1141,1,1
7393.0,1159.0,1143,1,1
5912.0,1176.0,1144,6,1
5099.0,473.0,1144,1,1
5262.0,248.0,1146,2,2
3618.0,385.0,1150,1,1
4119.0,503.0,1153,1,1
5169.0,385.0,1155,1,1
5198.0,21.0,1158,1,1
4131.0,371.0,1160,1,1
7996.0,533.0,1163,1,1
4111.0,1858.0,1183,1,1
5995.0,388.0,1185,1,1
7531.0,14.0,1187,1,1
6536.0,20.0,1191,11,2
8220.0,1392.0,1194,1,1
4829.0,1368.0,1195,1,1
5411.0,529.0,1197,1,1
7033.0,308.0,1201,1,1
5999.0,1195.0,1202,1,1
5051.0,212.0,1204,1,1
8351.0,152.0,1204,1,1
5812.0,286.0,1208,1,1
7216.0,19.0,1216,1,1
4457.0,474.0,1220,1,1
3530.0,165.0,1223,3,2
5399.0,1641.0,1225,1,1
3640.0,211.0,1243,1,1
5718.0,592.0,1249,1,1
4784.0,1460.0,1258,1,1
4011.0,414.0,1263,1,1
7841.0,1127.0,1264,1,1
7299.0,1819.0,1267,3,2
4900.0,994.0,1268,2,2
5641.0,1135.0,1272,1,1
5719.0,1179.0,1278,1,1
5814.0,275.0,1279,1,1
8211.0,552.0,1282,1,1
7361.0,775.0,1294,2,1
3206.0,339.0,1302,2,1
4900.0,1772.0,1303,1,1
7338.0,20.0,1304,1,1
4112.0,1110.0,1304,1,1
5697.0,552.0,1307,1,1
8041.0,1459.0,1310,1,1
5261.0,152.0,1311,1,1
7399.0,488.0,1314,1,1
3011.0,1246.0,1317,1,1
5942.0,851.0,1317,1,1
3011.0,1522.0,1320,1,1
4112.0,1179.0,1335,1,1
5311.0,1041.0,1336,1,1
8050.0,1423.0,1336,2,2
5422.0,688.0,1339,2,1
5941.0,232.0,1341,1,1
4011.0,473.0,1342,1,1
5722.0,398.0,1343,1,1
4816.0,388.0,1345,1,1
742.0,320.0,1348,1,1
5193.0,253.0,1351,1,1
7941.0,1361.0,1355,4,2
5816.0,1127.0,1365,1,1
5993.0,243.0,1368,1,1
4112.0,550.0,1371,3,2
5532.0,1392.0,1375,4,1
7829.0,199.0,1379,1,1
780.0,12.0,1380,1,1
5533.0,1475.0,1380,1,1
5311.0,1407.0,1381,2,2
5992.0,1124.0,1381,1,1
6011.0,1124.0,1387,1,1
3835.0,531.0,1389,1,1
5072.0,232.0,1391,1,1
5969.0,889.0,1394,1,1
5655.0,1171.0,1411,2,1
7395.0,1522.0,1412,1,1
5973.0,65.0,1415,1,1
7538.0,533.0,1417,1,1
5968.0,65.0,1417,1,1
8111.0,134.0,1417,4,1
4900.0,1488.0,1419,1,1
5169.0,339.0,1421,2,1
5309.0,169.0,1434,1,1
4121.0,802.0,1435,3,2
7216.0,1645.0,1440,1,1
7629.0,164.0,1440,1,1
5931.0,437.0,1443,3,3
7296.0,740.0,1460,1,1
5331.0,483.0,1461,1,1
5698.0,418.0,1463,3,1
8211.0,473.0,1467,2,2
5940.0,466.0,1472,1,1
7394.0,1451.0,1476,2,2
6010.0,169.0,1485,3,1
5691.0,851.0,1485,2,1
4784.0,1026.0,1488,7,2
5732.0,1159.0,1490,1,1
8241.0,316.0,1500,1,1
3530.0,465.0,1503,1,1
5122.0,1634.0,1508,1,1
5311.0,1176.0,1509,9,1
8999.0,894.0,1514,2,1
8661.0,169.0,1515,1,1
4111.0,894.0,1517,1,1
5978.0,284.0,1523,1,1
5976.0,488.0,1523,1,1
5261.0,253.0,1525,1,1
5211.0,1780.0,1525,1,1
4131.0,388.0,1530,1,1
5732.0,1645.0,1533,4,2
7393.0,1451.0,1533,4,2
5200.0,217.0,1534,2,1
4411.0,316.0,1534,1,1
8043.0,551.0,1539,1,1
5521.0,579.0,1543,1,1
5691.0,1130.0,1546,1,1
5681.0,25.0,1547,2,2
5814.0,1161.0,1548,2,2
5681.0,1771.0,1553,1,1
8071.0,1504.0,1554,1,1
5718.0,885.0,1557,1,1
5192.0,510.0,1564,1,1
5541.0,351.0,1565,1,1
6011.0,74.0,1574,1,1
5994.0,312.0,1574,1,1
5046.0,891.0,1574,2,1
3381.0,1459.0,1575,1,1
5131.0,1422.0,1577,1,1
7929.0,21.0,1578,2,2
7523.0,1202.0,1580,1,1
4411.0,215.0,1580,1,1
8661.0,152.0,1581,1,1
7311.0,928.0,1582,3,2
4225.0,147.0,1582,1,1
8699.0,775.0,1585,1,1
5631.0,1180.0,1589,2,1
8043.0,882.0,1589,1,1
5044.0,65.0,1589,1,1
7296.0,316.0,1589,2,1
4829.0,1219.0,1590,1,1
8099.0,152.0,1590,1,1
5971.0,552.0,1590,1,1
3533.0,448.0,1592,2,2
4131.0,568.0,1594,1,1
4899.0,12.0,1600,4,2
5983.0,1190.0,1601,2,1
9402.0,520.0,1606,1,1
4111.0,599.0,1606,1,1
8351.0,609.0,1606,6,4
4411.0,556.0,1606,3,3
5978.0,273.0,1611,1,1
9222.0,1106.0,1619,1,1
3005.0,215.0,1620,1,1
5969.0,1361.0,1627,1,1
7393.0,212.0,1628,3,1
5251.0,1454.0,1628,2,1
5912.0,1113.0,1629,1,1
5261.0,1161.0,1642,1,1
5947.0,243.0,1644,1,1
7216.0,487.0,1649,1,1
6010.0,579.0,1651,1,1
5262.0,794.0,1665,2,2
7629.0,794.0,1666,1,1
6012.0,351.0,1671,1,1
5813.0,134.0,1672,20,1
7393.0,253.0,1675,1,1
5912.0,1448.0,1676,1,1
2791.0,493.0,1676,2,2
5960.0,314.0,1680,1,1
7297.0,164.0,1681,1,1
4131.0,123.0,1684,1,1
3649.0,199.0,1690,1,1
3692.0,308.0,1695,1,1
7375.0,579.0,1696,1,1
1771.0,165.0,1699,1,1
4111.0,295.0,1701,1,1
5137.0,1325.0,1708,1,1
5331.0,77.0,1709,2,2
5962.0,493.0,1710,1,1
5949.0,1634.0,1714,1,1
-1.0,475.0,1722,1,1
7011.0,1195.0,1723,2,1
7261.0,474.0,1737,1,1
8999.0,1356.0,1738,1,1
5719.0,1322.0,1740,1,1
7534.0,488.0,1742,1,1
5816.0,520.0,1743,1,1
2791.0,473.0,1752,1,1
7032.0,316.0,1752,2,1
3001.0,251.0,1752,1,1
5815.0,1135.0,1756,3,1
8062.0,1108.0,1760,1,1
5950.0,248.0,1773,1,1
6540.0,928.0,1774,5,1
7941.0,741.0,1774,1,1
7394.0,465.0,1779,2,2
-1.0,1183.0,1788,1,1
5261.0,235.0,1788,1,1
7622.0,510.0,1794,1,1
7631.0,437.0,1795,1,1
4111.0,1500.0,1795,1,1
5912.0,1195.0,1797,1,1
5960.0,583.0,1797,1,1
1711.0,1450.0,1800,1,1
5045.0,1799.0,1801,1,1
8249.0,1451.0,1801,1,1
7933.0,493.0,1802,1,1
5733.0,12.0,1805,1,1
7011.0,510.0,1810,3,2
5399.0,320.0,1811,1,1
5399.0,483.0,1816,1,1
5994.0,1450.0,1825,1,1
5451.0,1097.0,1827,2,2
5732.0,1322.0,1836,1,1
7832.0,1143.0,1836,1,1
4789.0,312.0,1842,1,1
5621.0,1246.0,1851,3,3
5681.0,887.0,1853,1,1
7933.0,414.0,1854,1,1
5942.0,1225.0,1859,1,1
3509.0,164.0,1860,1,1
5976.0,1799.0,1865,1,1
7538.0,1520.0,1873,1,1
5251.0,1634.0,1876,2,2
8111.0,232.0,1880,1,1
5712.0,1159.0,1880,1,1
4215.0,1357.0,1881,1,1
7631.0,579.0,1882,1,1
5948.0,11.0,1885,1,1
3530.0,931.0,1887,4,2
5817.0,1772.0,1887,1,1
7999.0,1282.0,1890,1,1
9222.0,42.0,1893,1,1
4899.0,11.0,1895,1,1
5411.0,123.0,1898,1,1
5039.0,1219.0,1899,1,1
5309.0,551.0,1900,1,1
5818.0,419.0,1902,1,1
5046.0,465.0,1902,2,1
8241.0,465.0,1909,2,2
8931.0,740.0,1910,1,1
5193.0,169.0,1912,2,2
5399.0,1644.0,1913,1,1
5993.0,590.0,1915,5,1
5661.0,1130.0,1920,1,1
8999.0,483.0,1920,1,1
5532.0,928.0,1920,1,1
7999.0,1134.0,1920,1,1
6540.0,482.0,1922,1,1
742.0,1206.0,1923,1,1
5970.0,583.0,1929,1,1
8071.0,65.0,1930,2,2
1799.0,58.0,1931,1,1
4215.0,463.0,1931,1,1
5712.0,376.0,1936,1,1
5681.0,891.0,1941,1,1
3692.0,314.0,1942,1,1
7994.0,928.0,1942,2,1
8021.0,286.0,1943,1,1
5045.0,1187.0,1944,1,1
7299.0,533.0,1944,1,1
8661.0,480.0,1947,2,2
8211.0,1434.0,1950,1,1
5571.0,152.0,1951,1,1
7379.0,153.0,1952,1,1
4111.0,1474.0,1956,1,1
7538.0,994.0,1958,2,2
742.0,1460.0,1960,1,1
5521.0,1361.0,1963,1,1
5947.0,688.0,1965,1,1
5651.0,217.0,1973,1,1
5691.0,200.0,1974,8,2
5992.0,802.0,1979,1,1
6536.0,1454.0,1982,2,2
5814.0,998.0,1990,3,1
3641.0,316.0,1993,1,1
7832.0,1645.0,1995,1,1
5960.0,460.0,1997,1,1
8062.0,1422.0,1998,2,2
8062.0,1120.0,1999,1,1
7941.0,1183.0,2005,1,1
5311.0,1135.0,2005,1,1
8699.0,1451.0,2006,1,1
5122.0,889.0,2012,1,1
8099.0,170.0,2014,1,1
5499.0,1502.0,2015,1,1
8699.0,464.0,2016,1,1
3256.0,418.0,2017,1,1
7311.0,1246.0,2019,2,2
7995.0,253.0,2019,8,3
5261.0,1238.0,2021,1,1
8641.0,21.0,2027,1,1
8931.0,315.0,2028,1,1
7512.0,1754.0,2041,1,1
8931.0,473.0,2044,1,1
5611.0,1097.0,2045,3,2
3835.0,931.0,2045,1,1
5944.0,253.0,2046,1,1
5611.0,1423.0,2047,1,1
5621.0,1201.0,2049,1,1
5941.0,1101.0,2049,9,1
5719.0,264.0,2050,1,1
7210.0,19.0,2051,1,1
5943.0,850.0,2056,1,1
7997.0,419.0,2069,2,2
7699.0,1246.0,2074,1,1
7993.0,1.0,2076,1,1
4582.0,778.0,2078,1,1
8299.0,1143.0,2086,1,1
4900.0,1121.0,2089,2,1
4722.0,1192.0,2089,1,1
5995.0,1238.0,2094,1,1
8042.0,1451.0,2104,1,1
3301.0,315.0,2107,1,1
5681.0,58.0,2107,1,1
7997.0,1666.0,2109,1,1
5970.0,493.0,2115,1,1
7641.0,609.0,2118,1,1
4215.0,1322.0,2133,2,2
8099.0,1376.0,2134,1,1
8021.0,1201.0,2139,1,1
8071.0,487.0,2141,1,1
8011.0,1780.0,2142,1,1
5551.0,770.0,2142,2,2
7922.0,1116.0,2144,2,2
5714.0,427.0,2145,1,1
5933.0,602.0,2145,1,1
4121.0,371.0,2145,2,2
5541.0,483.0,2157,2,1
7997.0,928.0,2158,6,4
5722.0,200.0,2163,1,1
5941.0,1634.0,2164,5,4
6050.0,418.0,2167,1,1
6538.0,568.0,2171,1,1
7392.0,1452.0,2175,1,1
8999.0,1161.0,2178,1,1
5131.0,212.0,2180,1,1
9402.0,1666.0,2183,1,1
4131.0,1853.0,2184,1,1
5713.0,465.0,2184,1,1
7338.0,58.0,2186,2,2
5451.0,1500.0,2187,1,1
6012.0,148.0,2187,1,1
9311.0,1143.0,2191,1,1
5422.0,320.0,2192,1,1
7333.0,592.0,2193,1,1
4816.0,74.0,2199,1,1
5211.0,1143.0,2199,2,2
5812.0,590.0,2202,4,2
5111.0,65.0,2203,1,1
5631.0,1108.0,2206,1,1
9399.0,1195.0,2207,1,1
7375.0,164.0,2208,1,1
5999.0,77.0,2216,1,1
5111.0,1392.0,2217,1,1
5718.0,1459.0,2217,1,1
5199.0,794.0,2220,1,1
7996.0,1454.0,2222,1,1
5074.0,164.0,2223,4,4
5691.0,1206.0,2226,1,1
5631.0,1454.0,2226,1,1
5399.0,1179.0,2228,2,2
8734.0,15.0,2232,1,1
5942.0,264.0,2234,1,1
7997.0,1368.0,2235,1,1
5599.0,928.0,2239,2,1
7538.0,170.0,2240,1,1
5812.0,1132.0,2241,2,2
7216.0,1357.0,2242,1,1
3649.0,493.0,2250,1,1
4225.0,488.0,2252,1,1
5331.0,813.0,2258,2,2
7395.0,11.0,2260,1,1
7321.0,284.0,2263,1,1
8241.0,1351.0,2266,1,1
8211.0,1451.0,2268,3,3
7299.0,389.0,2274,1,1
8021.0,1161.0,2279,1,1
7299.0,1121.0,2280,1,1
6538.0,134.0,2284,1,1
4214.0,741.0,2284,1,1
5013.0,21.0,2285,2,2
5949.0,1357.0,2285,8,1
4814.0,550.0,2289,3,2
7333.0,153.0,2290,1,1
3533.0,289.0,2293,1,1
5541.0,371.0,2297,1,1
5812.0,1310.0,2300,1,1
5818.0,466.0,2301,2,2
5999.0,1460.0,2302,2,2
7210.0,775.0,2306,2,2
6012.0,1121.0,2312,2,1
5993.0,54.0,2316,2,1
5621.0,482.0,2318,2,2
5945.0,389.0,2322,1,1
5713.0,1108.0,2323,1,1
5940.0,13.0,2328,1,1
7230.0,1195.0,2329,1,1
7361.0,161.0,2347,3,2
5944.0,325.0,2348,1,1
5661.0,225.0,2352,1,1
5511.0,1282.0,2355,1,1
3533.0,161.0,2357,1,1
8011.0,688.0,2360,1,1
3604.0,602.0,2361,1,1
7033.0,531.0,2362,1,1
4131.0,232.0,2363,7,1
5734.0,419.0,2366,1,1
5718.0,147.0,2367,1,1
7995.0,186.0,2370,1,1
5818.0,850.0,2370,1,1
7277.0,418.0,2375,1,1
3509.0,25.0,2380,1,1
5111.0,1522.0,2380,1,1
3501.0,15.0,2381,1,1
4119.0,770.0,2384,1,1
5331.0,74.0,2387,1,1
7296.0,273.0,2387,1,1
8021.0,253.0,2388,1,1
8043.0,1442.0,2391,1,1
5933.0,391.0,2392,2,1
7221.0,14.0,2392,2,2
9222.0,1666.0,2397,1,1
5542.0,1238.0,2400,1,1
3509.0,1522.0,2400,1,1
6399.0,235.0,2401,1,1
8734.0,68.0,2402,1,1
5651.0,384.0,2409,1,1
5262.0,169.0,2412,1,1
7311.0,1179.0,2412,1,1
5099.0,199.0,2418,1,1
8641.0,609.0,2419,1,1
1520.0,465.0,2420,1,1
3501.0,535.0,2423,2,2
5111.0,1361.0,2426,1,1
5818.0,1754.0,2426,1,1
5719.0,1171.0,2431,1,1
5131.0,248.0,2432,1,1
1799.0,1423.0,2434,2,1
7991.0,65.0,2436,2,2
5818.0,1127.0,2437,1,1
7997.0,42.0,2438,2,2
5813.0,1322.0,2440,3,3
2741.0,448.0,2441,1,1
5921.0,1441.0,2446,2,2
7379.0,1451.0,2452,1,1
7999.0,885.0,2457,2,2
7832.0,419.0,2457,1,1
7996.0,325.0,2460,1,1
5072.0,1187.0,2461,1,1
9311.0,1322.0,2464,2,2
5200.0,1121.0,2470,1,1
7032.0,1451.0,2473,1,1
8911.0,339.0,2474,1,1
7216.0,1522.0,2474,2,2
4812.0,1460.0,2475,1,1
5193.0,1171.0,2476,2,1
7622.0,482.0,2477,1,1
5995.0,42.0,2481,1,1
4582.0,1126.0,2483,4,2
5732.0,1201.0,2486,1,1
7929.0,448.0,2491,2,2
5734.0,1357.0,2492,2,2
5815.0,1754.0,2493,1,1
